============================================================ PARSE TREE ======================================================================
lexeme                 lineno                 tokenName              valueIfNumber          parentNodeSymbol            isLeafNode(yes/no)     nodeSymbol            
b3c45                  11                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
.                      11                     TK_DOT                 ----                   <oneExpansion>              yes                    TK_DOT                
----                   --                     ----                   ----                   <option_single_constructed> no                     <oneExpansion>        
physics                11                     TK_FIELDID             ----                   <oneExpansion>              yes                    TK_FIELDID            
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <option_single_constructed> no                     <moreExpansions>      
----                   --                     ----                   ----                   <ioStmt>                    no                     <var>                 
)                      11                     TK_CL                  ----                   <ioStmt>                    yes                    TK_CL                 
;                      11                     TK_SEM                 ----                   <ioStmt>                    yes                    TK_SEM                
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
read                   12                     TK_READ                ----                   <ioStmt>                    yes                    TK_READ               
----                   --                     ----                   ----                   <stmt>                      no                     <ioStmt>              
(                      12                     TK_OP                  ----                   <ioStmt>                    yes                    TK_OP                 
b3c45                  12                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
.                      12                     TK_DOT                 ----                   <oneExpansion>              yes                    TK_DOT                
----                   --                     ----                   ----                   <option_single_constructed> no                     <oneExpansion>        
chemistry              12                     TK_FIELDID             ----                   <oneExpansion>              yes                    TK_FIELDID            
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <option_single_constructed> no                     <moreExpansions>      
----                   --                     ----                   ----                   <ioStmt>                    no                     <var>                 
)                      12                     TK_CL                  ----                   <ioStmt>                    yes                    TK_CL                 
;                      12                     TK_SEM                 ----                   <ioStmt>                    yes                    TK_SEM                
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
return                 13                     TK_RETURN              ----                   <returnStmt>                yes                    TK_RETURN             
----                   --                     ----                   ----                   <stmts>                     no                     <returnStmt>          
[                      13                     TK_SQL                 ----                   <optionalReturn>            yes                    TK_SQL                
----                   --                     ----                   ----                   <returnStmt>                no                     <optionalReturn>      
b3c45                  13                     TK_ID                  ----                   <idList>                    yes                    TK_ID                 
----                   --                     ----                   ----                   <optionalReturn>            no                     <idList>              
----                   --                     ----                   ----                   <idList>                    no                     <more_ids>            
]                      13                     TK_SQR                 ----                   <optionalReturn>            yes                    TK_SQR                
;                      13                     TK_SEM                 ----                   <returnStmt>                yes                    TK_SEM                
end                    14                     TK_END                 ----                   <function>                  yes                    TK_END                
----                   --                     ----                   ----                   <program>                   no                     <otherFunctions>      
----                   --                     ----                   ----                   <otherFunctions>            no                     <otherFunctions>      
----                   --                     ----                   ----                   ----                        no                     <program>             
_main                  20                     TK_MAIN                ----                   <mainFunction>              yes                    TK_MAIN               
----                   --                     ----                   ----                   <program>                   no                     <mainFunction>        
record                 21                     TK_RECORD              ----                   <typeDefinition>            yes                    TK_RECORD             
----                   --                     ----                   ----                   <actualOrRedefined>         no                     <typeDefinition>      
#marks                 21                     TK_RUID                ----                   <typeDefinition>            yes                    TK_RUID               
type                   22                     TK_TYPE                ----                   <fieldDefinition>           yes                    TK_TYPE               
----                   --                     ----                   ----                   <fieldDefinitions>          no                     <fieldDefinition>     
real                   22                     TK_REAL                ----                   <primitiveDatatype>         yes                    TK_REAL               
----                   --                     ----                   ----                   <fieldType>                 no                     <primitiveDatatype>   
----                   --                     ----                   ----                   <fieldDefinition>           no                     <fieldType>           
:                      22                     TK_COLON               ----                   <fieldDefinition>           yes                    TK_COLON              
maths                  22                     TK_FIELDID             ----                   <fieldDefinition>           yes                    TK_FIELDID            
;                      22                     TK_SEM                 ----                   <fieldDefinition>           yes                    TK_SEM                
----                   --                     ----                   ----                   <typeDefinition>            no                     <fieldDefinitions>    
type                   23                     TK_TYPE                ----                   <fieldDefinition>           yes                    TK_TYPE               
----                   --                     ----                   ----                   <fieldDefinitions>          no                     <fieldDefinition>     
real                   23                     TK_REAL                ----                   <primitiveDatatype>         yes                    TK_REAL               
----                   --                     ----                   ----                   <fieldType>                 no                     <primitiveDatatype>   
----                   --                     ----                   ----                   <fieldDefinition>           no                     <fieldType>           
:                      23                     TK_COLON               ----                   <fieldDefinition>           yes                    TK_COLON              
physics                23                     TK_FIELDID             ----                   <fieldDefinition>           yes                    TK_FIELDID            
;                      23                     TK_SEM                 ----                   <fieldDefinition>           yes                    TK_SEM                
type                   24                     TK_TYPE                ----                   <fieldDefinition>           yes                    TK_TYPE               
----                   --                     ----                   ----                   <moreFields>                no                     <fieldDefinition>     
real                   24                     TK_REAL                ----                   <primitiveDatatype>         yes                    TK_REAL               
----                   --                     ----                   ----                   <fieldType>                 no                     <primitiveDatatype>   
----                   --                     ----                   ----                   <fieldDefinition>           no                     <fieldType>           
:                      24                     TK_COLON               ----                   <fieldDefinition>           yes                    TK_COLON              
chemistry              24                     TK_FIELDID             ----                   <fieldDefinition>           yes                    TK_FIELDID            
;                      24                     TK_SEM                 ----                   <fieldDefinition>           yes                    TK_SEM                
----                   --                     ----                   ----                   <fieldDefinitions>          no                     <moreFields>          
----                   --                     ----                   ----                   <moreFields>                no                     <moreFields>          
endrecord              25                     TK_ENDRECORD           ----                   <typeDefinition>            yes                    TK_ENDRECORD          
----                   --                     ----                   ----                   <typeDefinitions>           no                     <actualOrRedefined>   
----                   --                     ----                   ----                   <stmts>                     no                     <typeDefinitions>     
----                   --                     ----                   ----                   <typeDefinitions>           no                     <typeDefinitions>     
----                   --                     ----                   ----                   <mainFunction>              no                     <stmts>               
type                   28                     TK_TYPE                ----                   <declaration>               yes                    TK_TYPE               
----                   --                     ----                   ----                   <declarations>              no                     <declaration>         
record                 28                     TK_RECORD              ----                   <constructedDatatype>       yes                    TK_RECORD             
----                   --                     ----                   ----                   <dataType>                  no                     <constructedDatatype> 
#marks                 28                     TK_RUID                ----                   <constructedDatatype>       yes                    TK_RUID               
----                   --                     ----                   ----                   <declaration>               no                     <dataType>            
:                      28                     TK_COLON               ----                   <declaration>               yes                    TK_COLON              
d4                     28                     TK_ID                  ----                   <declaration>               yes                    TK_ID                 
----                   --                     ----                   ----                   <declaration>               no                     <global_or_not>       
;                      28                     TK_SEM                 ----                   <declaration>               yes                    TK_SEM                
----                   --                     ----                   ----                   <stmts>                     no                     <declarations>        
type                   31                     TK_TYPE                ----                   <declaration>               yes                    TK_TYPE               
----                   --                     ----                   ----                   <declarations>              no                     <declaration>         
int                    31                     TK_INT                 ----                   <primitiveDatatype>         yes                    TK_INT                
----                   --                     ----                   ----                   <dataType>                  no                     <primitiveDatatype>   
----                   --                     ----                   ----                   <declaration>               no                     <dataType>            
:                      31                     TK_COLON               ----                   <declaration>               yes                    TK_COLON              
b5                     31                     TK_ID                  ----                   <declaration>               yes                    TK_ID                 
----                   --                     ----                   ----                   <declaration>               no                     <global_or_not>       
;                      31                     TK_SEM                 ----                   <declaration>               yes                    TK_SEM                
----                   --                     ----                   ----                   <declarations>              no                     <declarations>        
type                   32                     TK_TYPE                ----                   <declaration>               yes                    TK_TYPE               
----                   --                     ----                   ----                   <declarations>              no                     <declaration>         
int                    32                     TK_INT                 ----                   <primitiveDatatype>         yes                    TK_INT                
----                   --                     ----                   ----                   <dataType>                  no                     <primitiveDatatype>   
----                   --                     ----                   ----                   <declaration>               no                     <dataType>            
:                      32                     TK_COLON               ----                   <declaration>               yes                    TK_COLON              
d5cb34567              32                     TK_ID                  ----                   <declaration>               yes                    TK_ID                 
----                   --                     ----                   ----                   <declaration>               no                     <global_or_not>       
;                      32                     TK_SEM                 ----                   <declaration>               yes                    TK_SEM                
----                   --                     ----                   ----                   <declarations>              no                     <declarations>        
type                   33                     TK_TYPE                ----                   <declaration>               yes                    TK_TYPE               
----                   --                     ----                   ----                   <declarations>              no                     <declaration>         
record                 33                     TK_RECORD              ----                   <constructedDatatype>       yes                    TK_RECORD             
----                   --                     ----                   ----                   <dataType>                  no                     <constructedDatatype> 
#marks                 33                     TK_RUID                ----                   <constructedDatatype>       yes                    TK_RUID               
----                   --                     ----                   ----                   <declaration>               no                     <dataType>            
:                      33                     TK_COLON               ----                   <declaration>               yes                    TK_COLON              
b5c6                   33                     TK_ID                  ----                   <declaration>               yes                    TK_ID                 
----                   --                     ----                   ----                   <declaration>               no                     <global_or_not>       
;                      33                     TK_SEM                 ----                   <declaration>               yes                    TK_SEM                
----                   --                     ----                   ----                   <declarations>              no                     <declarations>        
----                   --                     ----                   ----                   <declarations>              no                     <declarations>        
b5                     36                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <assignmentStmt>            no                     <singleOrRecId>       
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <stmt>                      no                     <assignmentStmt>      
<---                   36                     TK_ASSIGNOP            ----                   <assignmentStmt>            yes                    TK_ASSIGNOP           
----                   36                     TK_NUM                 1                      <var>                       yes                    TK_NUM                
----                   --                     ----                   ----                   <factor>                    no                     <var>                 
----                   --                     ----                   ----                   <term>                      no                     <factor>              
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <term>                
----                   --                     ----                   ----                   <term>                      no                     <termPrime>           
----                   --                     ----                   ----                   <assignmentStmt>            no                     <arithmeticExpression>
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <expPrime>            
;                      36                     TK_SEM                 ----                   <assignmentStmt>            yes                    TK_SEM                
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <stmts>                     no                     <otherStmts>          
read                   37                     TK_READ                ----                   <ioStmt>                    yes                    TK_READ               
----                   --                     ----                   ----                   <stmt>                      no                     <ioStmt>              
(                      37                     TK_OP                  ----                   <ioStmt>                    yes                    TK_OP                 
d5cb34567              37                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <ioStmt>                    no                     <var>                 
)                      37                     TK_CL                  ----                   <ioStmt>                    yes                    TK_CL                 
;                      37                     TK_SEM                 ----                   <ioStmt>                    yes                    TK_SEM                
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
b5c6                   38                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <assignmentStmt>            no                     <singleOrRecId>       
.                      38                     TK_DOT                 ----                   <oneExpansion>              yes                    TK_DOT                
----                   --                     ----                   ----                   <option_single_constructed> no                     <oneExpansion>        
maths                  38                     TK_FIELDID             ----                   <oneExpansion>              yes                    TK_FIELDID            
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <option_single_constructed> no                     <moreExpansions>      
----                   --                     ----                   ----                   <stmt>                      no                     <assignmentStmt>      
<---                   38                     TK_ASSIGNOP            ----                   <assignmentStmt>            yes                    TK_ASSIGNOP           
----                   38                     TK_RNUM                0.00                   <var>                       yes                    TK_RNUM               
----                   --                     ----                   ----                   <factor>                    no                     <var>                 
----                   --                     ----                   ----                   <term>                      no                     <factor>              
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <term>                
----                   --                     ----                   ----                   <term>                      no                     <termPrime>           
----                   --                     ----                   ----                   <assignmentStmt>            no                     <arithmeticExpression>
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <expPrime>            
;                      38                     TK_SEM                 ----                   <assignmentStmt>            yes                    TK_SEM                
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
b5c6                   39                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <assignmentStmt>            no                     <singleOrRecId>       
.                      39                     TK_DOT                 ----                   <oneExpansion>              yes                    TK_DOT                
----                   --                     ----                   ----                   <option_single_constructed> no                     <oneExpansion>        
physics                39                     TK_FIELDID             ----                   <oneExpansion>              yes                    TK_FIELDID            
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <option_single_constructed> no                     <moreExpansions>      
----                   --                     ----                   ----                   <stmt>                      no                     <assignmentStmt>      
<---                   39                     TK_ASSIGNOP            ----                   <assignmentStmt>            yes                    TK_ASSIGNOP           
----                   39                     TK_RNUM                0.00                   <var>                       yes                    TK_RNUM               
----                   --                     ----                   ----                   <factor>                    no                     <var>                 
----                   --                     ----                   ----                   <term>                      no                     <factor>              
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <term>                
----                   --                     ----                   ----                   <term>                      no                     <termPrime>           
----                   --                     ----                   ----                   <assignmentStmt>            no                     <arithmeticExpression>
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <expPrime>            
;                      39                     TK_SEM                 ----                   <assignmentStmt>            yes                    TK_SEM                
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
b5c6                   40                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <assignmentStmt>            no                     <singleOrRecId>       
.                      40                     TK_DOT                 ----                   <oneExpansion>              yes                    TK_DOT                
----                   --                     ----                   ----                   <option_single_constructed> no                     <oneExpansion>        
chemistry              40                     TK_FIELDID             ----                   <oneExpansion>              yes                    TK_FIELDID            
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <option_single_constructed> no                     <moreExpansions>      
----                   --                     ----                   ----                   <stmt>                      no                     <assignmentStmt>      
<---                   40                     TK_ASSIGNOP            ----                   <assignmentStmt>            yes                    TK_ASSIGNOP           
----                   40                     TK_RNUM                0.00                   <var>                       yes                    TK_RNUM               
----                   --                     ----                   ----                   <factor>                    no                     <var>                 
----                   --                     ----                   ----                   <term>                      no                     <factor>              
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <term>                
----                   --                     ----                   ----                   <term>                      no                     <termPrime>           
----                   --                     ----                   ----                   <assignmentStmt>            no                     <arithmeticExpression>
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <expPrime>            
;                      40                     TK_SEM                 ----                   <assignmentStmt>            yes                    TK_SEM                
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
while                  41                     TK_WHILE               ----                   <iterativeStmt>             yes                    TK_WHILE              
----                   --                     ----                   ----                   <stmt>                      no                     <iterativeStmt>       
(                      41                     TK_OP                  ----                   <iterativeStmt>             yes                    TK_OP                 
b5                     41                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <booleanExpression>         no                     <var>                 
----                   --                     ----                   ----                   <iterativeStmt>             no                     <booleanExpression>   
<=                     41                     TK_LE                  ----                   <relationalOp>              yes                    TK_LE                 
----                   --                     ----                   ----                   <booleanExpression>         no                     <relationalOp>        
d5cb34567              41                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <booleanExpression>         no                     <var>                 
)                      41                     TK_CL                  ----                   <iterativeStmt>             yes                    TK_CL                 
[                      42                     TK_SQL                 ----                   <outputParameters>          yes                    TK_SQL                
----                   --                     ----                   ----                   <funCallStmt>               no                     <outputParameters>    
d4                     42                     TK_ID                  ----                   <idList>                    yes                    TK_ID                 
----                   --                     ----                   ----                   <outputParameters>          no                     <idList>              
----                   --                     ----                   ----                   <idList>                    no                     <more_ids>            
]                      42                     TK_SQR                 ----                   <outputParameters>          yes                    TK_SQR                
<---                   42                     TK_ASSIGNOP            ----                   <outputParameters>          yes                    TK_ASSIGNOP           
----                   --                     ----                   ----                   <stmt>                      no                     <funCallStmt>         
call                   42                     TK_CALL                ----                   <funCallStmt>               yes                    TK_CALL               
_readMarks             42                     TK_FUNID               ----                   <funCallStmt>               yes                    TK_FUNID              
with                   42                     TK_WITH                ----                   <funCallStmt>               yes                    TK_WITH               
parameters             42                     TK_PARAMETERS          ----                   <funCallStmt>               yes                    TK_PARAMETERS         
[                      42                     TK_SQL                 ----                   <inputParameters>           yes                    TK_SQL                
----                   --                     ----                   ----                   <funCallStmt>               no                     <inputParameters>     
b5                     42                     TK_ID                  ----                   <idList>                    yes                    TK_ID                 
----                   --                     ----                   ----                   <inputParameters>           no                     <idList>              
----                   --                     ----                   ----                   <idList>                    no                     <more_ids>            
]                      42                     TK_SQR                 ----                   <inputParameters>           yes                    TK_SQR                
;                      42                     TK_SEM                 ----                   <funCallStmt>               yes                    TK_SEM                
----                   --                     ----                   ----                   <iterativeStmt>             no                     <stmt>                
b5c6                   43                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <assignmentStmt>            no                     <singleOrRecId>       
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <stmt>                      no                     <assignmentStmt>      
<---                   43                     TK_ASSIGNOP            ----                   <assignmentStmt>            yes                    TK_ASSIGNOP           
b5c6                   43                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <factor>                    no                     <var>                 
----                   --                     ----                   ----                   <term>                      no                     <factor>              
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <term>                
----                   --                     ----                   ----                   <term>                      no                     <termPrime>           
----                   --                     ----                   ----                   <assignmentStmt>            no                     <arithmeticExpression>
+                      43                     TK_PLUS                ----                   <lowPrecedenceOperators>    yes                    TK_PLUS               
----                   --                     ----                   ----                   <expPrime>                  no                     <lowPrecedenceOperators>
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <expPrime>            
d4                     43                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <factor>                    no                     <var>                 
----                   --                     ----                   ----                   <term>                      no                     <factor>              
----                   --                     ----                   ----                   <expPrime>                  no                     <term>                
----                   --                     ----                   ----                   <term>                      no                     <termPrime>           
----                   --                     ----                   ----                   <expPrime>                  no                     <expPrime>            
;                      43                     TK_SEM                 ----                   <assignmentStmt>            yes                    TK_SEM                
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <iterativeStmt>             no                     <otherStmts>          
b5                     45                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <assignmentStmt>            no                     <singleOrRecId>       
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <stmt>                      no                     <assignmentStmt>      
<---                   45                     TK_ASSIGNOP            ----                   <assignmentStmt>            yes                    TK_ASSIGNOP           
b5                     45                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <factor>                    no                     <var>                 
----                   --                     ----                   ----                   <term>                      no                     <factor>              
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <term>                
----                   --                     ----                   ----                   <term>                      no                     <termPrime>           
----                   --                     ----                   ----                   <assignmentStmt>            no                     <arithmeticExpression>
+                      45                     TK_PLUS                ----                   <lowPrecedenceOperators>    yes                    TK_PLUS               
----                   --                     ----                   ----                   <expPrime>                  no                     <lowPrecedenceOperators>
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <expPrime>            
----                   45                     TK_NUM                 1                      <var>                       yes                    TK_NUM                
----                   --                     ----                   ----                   <factor>                    no                     <var>                 
----                   --                     ----                   ----                   <term>                      no                     <factor>              
----                   --                     ----                   ----                   <expPrime>                  no                     <term>                
----                   --                     ----                   ----                   <term>                      no                     <termPrime>           
----                   --                     ----                   ----                   <expPrime>                  no                     <expPrime>            
;                      45                     TK_SEM                 ----                   <assignmentStmt>            yes                    TK_SEM                
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
endwhile               46                     TK_ENDWHILE            ----                   <iterativeStmt>             yes                    TK_ENDWHILE           
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
d4                     47                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <assignmentStmt>            no                     <singleOrRecId>       
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <stmt>                      no                     <assignmentStmt>      
<---                   47                     TK_ASSIGNOP            ----                   <assignmentStmt>            yes                    TK_ASSIGNOP           
b5c6                   47                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <factor>                    no                     <var>                 
----                   --                     ----                   ----                   <term>                      no                     <factor>              
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <term>                
/                      47                     TK_DIV                 ----                   <highPrecedenceOperators>   yes                    TK_DIV                
----                   --                     ----                   ----                   <termPrime>                 no                     <highPrecedenceOperators>
----                   --                     ----                   ----                   <term>                      no                     <termPrime>           
d5cb34567              47                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <factor>                    no                     <var>                 
----                   --                     ----                   ----                   <termPrime>                 no                     <factor>              
----                   --                     ----                   ----                   <termPrime>                 no                     <termPrime>           
----                   --                     ----                   ----                   <assignmentStmt>            no                     <arithmeticExpression>
----                   --                     ----                   ----                   <arithmeticExpression>      no                     <expPrime>            
;                      47                     TK_SEM                 ----                   <assignmentStmt>            yes                    TK_SEM                
----                   --                     ----                   ----                   <otherStmts>                no                     <stmt>                
----                   --                     ----                   ----                   <otherStmts>                no                     <otherStmts>          
write                  48                     TK_WRITE               ----                   <ioStmt>                    yes                    TK_WRITE              
----                   --                     ----                   ----                   <stmt>                      no                     <ioStmt>              
(                      48                     TK_OP                  ----                   <ioStmt>                    yes                    TK_OP                 
d4                     48                     TK_ID                  ----                   <singleOrRecId>             yes                    TK_ID                 
----                   --                     ----                   ----                   <var>                       no                     <singleOrRecId>       
.                      48                     TK_DOT                 ----                   <oneExpansion>              yes                    TK_DOT                
----                   --                     ----                   ----                   <option_single_constructed> no                     <oneExpansion>        
maths                  48                     TK_FIELDID             ----                   <oneExpansion>              yes                    TK_FIELDID            
----                   --                     ----                   ----                   <singleOrRecId>             no                     <option_single_constructed>
----                   --                     ----                   ----                   <option_single_constructed> no                     <moreExpansions>      
----                   --                     ----                   ----                   <ioStmt>                    no                     <var>                 
)                      48                     TK_CL                  ----                   <ioStmt>                    yes                    TK_CL                 
;                      48                     TK_SEM                 ----                   <ioStmt>                    yes                    TK_SEM                
